표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
"KR7317830008","317830","에스피시스템스","에스피시스템스","SP SYSTEMS CO.,LTD.","2019/08/14","KOSDAQ","주권","벤처기업부","보통주","100","8145700"
"KR7058610007","058610","에스피지","에스피지","SPG CO., LTD","2002/07/23","KOSDAQ","주권","우량기업부","보통주","500","20876975"
"KR7043340009","043340","에쎈테크","에쎈테크","ESSEN TECH CO., LTD.","2000/08/29","KOSDAQ","주권","중견기업부","보통주","500","72000000"
"KR7054630009","054630","에이디칩스","에이디칩스","Advanced Digital Chips Inc.","2001/11/13","KOSDAQ","주권","벤처기업부","보통주","500","51968256"
"KR7200710002","200710","에이디테크놀로지","에이디테크놀로지","ADTechnology Co., Ltd.","2014/12/16","KOSDAQ","주권","우량기업부","보통주","500","13274598"
"KR7096690003","096690","에이루트","에이루트","Aroot Co., Ltd.","2010/12/01","KOSDAQ","주권","벤처기업부","보통주","500","12649856"
"KR7298380007","298380","에이비엘바이오","에이비엘바이오","ABL Bio Inc.","2018/12/19","KOSDAQ","주권","기술성장기업부","보통주","500","46246225"
"KR7195990007","195990","에이비프로바이오","에이비프로바이오","Abpro Bio Co., Ltd.","2015/04/13","KOSDAQ","주권","중견기업부","보통주","500","251469584"
"KR7003800000","003800","에이스침대","에이스침대","AceBed","1996/05/03","KOSDAQ","주권","우량기업부","보통주","1000","11090000"
"KR7088800008","088800","에이스테크놀로지","에이스테크","Ace Technologies Corp.","2006/03/27","KOSDAQ","주권","중견기업부","보통주","500","40957928"
"KR7241840008","241840","에이스토리","에이스토리","ASTORY Co., Ltd.","2019/07/19","KOSDAQ","주권","중견기업부","보통주","500","9318240"
"KR7138360003","138360","에이씨티","에이씨티","ACT Co., Ltd.","2013/11/08","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","34611984"
"KR7039230008","039230","에이아이비트","에이아이비트","AIBIT Co., Ltd.","2000/06/22","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","110362573"
"KR7312610009","312610","에이에프더블류","에이에프더블류","A.F.W Co., Ltd","2019/07/01","KOSDAQ","주권","중견기업부","보통주","500","10128444"
"KR7078150000","078150","에이치비테크놀러지","HB테크놀러지","HB Technology CO.,LTD.","2004/12/08","KOSDAQ","주권","우량기업부","보통주","500","78990426"
"KR7072990005","072990","에이치시티","에이치시티","HCT","2016/10/17","KOSDAQ","주권","벤처기업부","보통주","500","6927600"
"KR7036640001","036640","에이치알에스","HRS","HRS Co., Ltd","2000/05/30","KOSDAQ","주권","중견기업부","보통주","500","16354800"
"KR7176440006","176440","에이치엔티일렉트로닉스","에이치엔티","HNT Electronics Company Ltd.","2016/11/28","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","100","85739345"
"KR7028300002","028300","에이치엘비","에이치엘비","HLB INC.","1996/07/27","KOSDAQ","주권","중견기업부","보통주","500","53009937"
"KR7067630004","067630","에이치엘비생명과학","에이치엘비생명과학","HLB Life Science CO.,LTD.","2008/11/25","KOSDAQ","주권","중견기업부","보통주","500","47070453"
"KR7047920004","047920","에이치엘비제약","에이치엘비제약","HLB PHARMACEUTICAL CO., LTD.","2015/12/21","KOSDAQ","주권","기술성장기업부","보통주","500","22222436"
"KR7043220003","043220","에이치엘비파워","에이치엘비파워","HLB POWER Co., Ltd.","2001/07/03","KOSDAQ","주권","중견기업부","보통주","500","91115377"
"KR7239610009","239610","에이치엘사이언스","에이치엘사이언스","HLSCIENCE Co., LTD","2016/10/28","KOSDAQ","주권","우량기업부","보통주","500","5142148"
"KR7353070006","353070","에이치엠씨아이비제4호기업인수목적","에이치엠씨제4호스팩","HMCIB No.4 Special Purpose Acquisition Company","2020/07/29","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","4310000"
"KR7353060007","353060","에이치엠씨아이비제5호기업인수목적","에이치엠씨제5호스팩","HMCIB No.5 Special Purpose Acquisition Company","2020/12/16","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","5115000"
"KR7044780005","044780","에이치케이","에이치케이","HK CO., LTD.","2000/09/07","KOSDAQ","주권","벤처기업부","보통주","500","18505787"
"KR7071670004","071670","에이테크솔루션","에이테크솔루션","A-Tech Solution CO., LTD.","2009/04/17","KOSDAQ","주권","중견기업부","보통주","500","10000000"
"KR7045660008","045660","에이텍","에이텍","ATEC CO.,Ltd","2001/05/24","KOSDAQ","주권","우량기업부","보통주","500","8260000"
"KR7224110007","224110","에이텍티앤","에이텍티앤","ATEC T& CO.,LTD.","2015/08/25","KOSDAQ","주권","벤처기업부","보통주","500","5340000"
"KR7230980005","230980","에이트원","에이트원","AIIT ONE Co., Ltd.","2016/03/02","KOSDAQ","주권","벤처기업부","보통주","100","16279844"
"KR7021080007","021080","에이티넘인베스트먼트","에이티넘인베스트","Atinum Investment Co., Ltd","1991/07/12","KOSDAQ","주권","중견기업부","보통주","500","48000000"
"KR7089530000","089530","에이티세미콘","에이티세미콘","AT semicon Co., Ltd.","2011/11/11","KOSDAQ","주권","중견기업부","보통주","500","126615812"
"KR7200470003","200470","에이팩트","에이팩트","APACT Co., Ltd.","2014/12/26","KOSDAQ","주권","벤처기업부","보통주","500","17553680"
"KR7073070005","073070","에이팸","에이팸","APAM CORPORATION","2004/01/28","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","28711325"
"KR7262260003","262260","에이프로","에이프로","A PRO Co., LTD","2020/07/16","KOSDAQ","주권","벤처기업부","보통주","500","6880626"
"KR7109960005","109960","에이프로젠헬스케어앤게임즈","에이프로젠 H&G","Aprogen Healthcare & Games Inc.","2009/11/13","KOSDAQ","주권","중견기업부","보통주","500","178695217"
"KR7265520007","265520","에이피시스템","AP시스템","Advanced Process Systems Corporation","2017/04/07","KOSDAQ","주권","우량기업부","보통주","500","14480227"
"KR7054620000","054620","에이피에스홀딩스","APS홀딩스","APS Holdings Corporation","2001/12/04","KOSDAQ","주권","중견기업부","보통주","500","20394221"
"KR7211270004","211270","에이피위성","AP위성","Asia Pacific Satellite Inc.","2016/03/04","KOSDAQ","주권","벤처기업부","보통주","500","15014804"
"KR7089970008","089970","에이피티씨","에이피티씨","APTC","2018/08/23","KOSDAQ","주권","우량기업부","보통주","100","23564595"
"KR7230240004","230240","에치에프알","에치에프알","HFR, Inc.","2015/12/16","KOSDAQ","주권","중견기업부","보통주","500","12882020"
"KR7064510001","064510","에코마이스터","에코마이스터","ECOMAISTER CO.,LTD","2018/03/15","KOSDAQ","주권","기술성장기업부","보통주","500","26691608"
"KR7230360000","230360","에코마케팅","에코마케팅","ECHOMARKETING Co.,Ltd.","2016/08/08","KOSDAQ","주권","벤처기업부","보통주","100","32517874"
"KR7038870002","038870","에코바이오홀딩스","에코바이오","EcoBio Holdings Co., Ltd.","2001/05/29","KOSDAQ","주권","중견기업부","보통주","500","11610994"
"KR7128540002","128540","에코캡","에코캡","ECOCAB CO., LTD.","2018/12/05","KOSDAQ","주권","벤처기업부","보통주","100","14558800"
"KR7086520004","086520","에코프로","에코프로","ECOPRO CO., LTD","2007/07/20","KOSDAQ","주권","우량기업부","보통주","500","22090191"
"KR7247540008","247540","에코프로비엠","에코프로비엠","ECOPRO BM CO., LTD.","2019/03/05","KOSDAQ","주권","우량기업부","보통주","500","21035166"
"KR7038110003","038110","에코플라스틱","에코플라스틱","ECOPLASTIC CORPORATION","2000/03/23","KOSDAQ","주권","중견기업부","보통주","500","25669370"
"KR7073540007","073540","에프알텍","에프알텍","FRTEK CO., LTD.","2007/05/18","KOSDAQ","주권","벤처기업부","보통주","500","11400000"
"KR7064850001","064850","에프앤가이드","에프앤가이드","FnGuide Inc.","2020/12/17","KOSDAQ","주권","중견기업부","보통주","500","12080000"
"KR7064090004","064090","에프앤리퍼블릭","에프앤리퍼블릭","FN REPUBLIC Co., Ltd","2002/12/17","KOSDAQ","주권","중견기업부","보통주","500","77899574"
"KR7036810000","036810","에프에스티","에프에스티","FINE SEMITECH Corp.","2000/01/18","KOSDAQ","주권","우량기업부","보통주","500","20233814"
"KR7173940008","173940","에프엔씨엔터테인먼트","에프엔씨엔터","FNC ENTERTAINMENT Co., Ltd.","2014/12/04","KOSDAQ","주권","중견기업부","보통주","500","14364880"
"KR7083500009","083500","에프엔에스테크","에프엔에스테크","FNS TECH. Co.,Ltd.","2017/02/27","KOSDAQ","주권","벤처기업부","보통주","500","8385722"
"KR7054940002","054940","엑사이엔씨","엑사이엔씨","EXA E&C, Inc","2001/12/13","KOSDAQ","주권","중견기업부","보통주","500","33173548"
"KR8840090003","950130","엑세스바이오","엑세스바이오","Access Bio, Inc.","2013/05/30","KOSDAQ","주식예탁증권","외국기업(소속부없음)","보통주","무액면","36315527"
"KR7205100001","205100","엑셈","엑셈","EXEM CO., LTD.","2014/11/07","KOSDAQ","주권","벤처기업부","보통주","100","33882273"
"KR7070300009","070300","엑스큐어","엑스큐어","Xcure Corp.","2010/06/09","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","7366074"
"KR7092870005","092870","엑시콘","엑시콘","Exicon Co., Ltd.","2015/10/22","KOSDAQ","주권","벤처기업부","보통주","500","10374180"
"KR7317870004","317870","엔바이오니아","엔바이오니아","Envioneer Co., Ltd.","2019/10/24","KOSDAQ","주권","기술성장기업부","보통주","500","7583555"
"KR7067570002","067570","엔브이에이치코리아","엔브이에이치코리아","NVH KOREA INC.","2013/12/03","KOSDAQ","주권","중견기업부","보통주","500","29591785"
"KR7236810008","236810","엔비티","엔비티","NBT INC.","2021/01/21","KOSDAQ","주권","기술성장기업부","보통주","100","8314948"
"KR7101400000","101400","엔시트론","엔시트론","N CITRON, INC.","2009/03/31","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","32295909"
"KR7217820000","217820","엔에스","엔에스","NS Co., Ltd","2015/12/07","KOSDAQ","주권","벤처기업부","보통주","500","10769621"
"KR7031860000","031860","엔에스엔","엔에스엔","NSN Co., Ltd.","1997/01/07","KOSDAQ","주권","중견기업부","보통주","500","52175423"
"KR7310840004","310840","엔에이치기업인수목적13호","엔에이치스팩13호","NH SPECIAL PURPOSE ACQUISITION 13 CO., LTD.","2018/12/24","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","3420000"
"KR7319400008","319400","엔에이치기업인수목적14호","엔에이치스팩14호","NH SPECIAL PURPOSE ACQUISITION 14 CO., LTD.","2019/05/08","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","8620000"
"KR7353190002","353190","엔에이치기업인수목적16호","엔에이치스팩16호","NH SPECIAL PURPOSE ACQUISITION 16 COMPANY","2020/06/17","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","4310000"
"KR7359090008","359090","엔에이치기업인수목적17호","엔에이치스팩17호","NH SPECIAL PURPOSE ACQUISITION 17 COMPANY","2020/09/23","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","7010000"
"KR7365590009","365590","엔에이치기업인수목적18호","엔에이치스팩18호","NH SPECIAL PURPOSE ACQUISITION 18 COMPANY","2020/12/21","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","4600000"
"KR7104200001","104200","엔에이치엔벅스","NHN벅스","NHN BUGS Corporation","2009/10/06","KOSDAQ","주권","중견기업부","보통주","500","14827550"
"KR7060250008","060250","엔에이치엔한국사이버결제","NHN한국사이버결제","NHN KCP Corp.","2002/01/08","KOSDAQ","주권","우량기업부","보통주","500","22971393"
"KR7265740001","265740","엔에프씨","엔에프씨","NFC Corporation","2020/12/02","KOSDAQ","주권","중견기업부","보통주","100","8931800"
"KR7053290003","053290","엔이능률","NE능률","NE Neungyule, Inc.","2002/12/10","KOSDAQ","주권","벤처기업부","보통주","500","16526307"
"KR7354200008","354200","엔젠바이오","엔젠바이오","NGeneBio Co., Ltd.","2020/12/10","KOSDAQ","주권","기술성장기업부","보통주","1000","12215562"
"KR7208860007","208860","엔지스테크널러지","엔지스테크널러지","EnGIS Technologies, Inc.","2016/07/28","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","10823168"
"KR7183490002","183490","엔지켐생명과학","엔지켐생명과학","ENZYCHEM LIFESCIENCES CORPORATION","2018/02/21","KOSDAQ","주권","기술성장기업부","보통주","500","8247200"
"KR7182400002","182400","엔케이맥스","엔케이맥스","NKMAX Co., Ltd.","2015/10/23","KOSDAQ","주권","기술성장기업부","보통주","500","34195056"
"KR7069410009","069410","엔텔스","엔텔스","nTels Co., Ltd.","2007/06/20","KOSDAQ","주권","벤처기업부","보통주","500","6899227"
"KR7227950003","227950","엔투텍","엔투텍","N2TECH CO.,LTD","2015/11/18","KOSDAQ","주권","벤처기업부","보통주","100","58616478"
"KR7198080004","198080","엔피디","엔피디","NPD Co.,Ltd.","2020/03/16","KOSDAQ","주권","중견기업부","보통주","500","21535185"
"KR7048830004","048830","엔피케이","엔피케이","NPK CO., LTD","2000/10/12","KOSDAQ","주권","중견기업부","보통주","500","18723923"
"KR7096870001","096870","엘디티","엘디티","LDT Inc.","2008/05/02","KOSDAQ","주권","벤처기업부","보통주","500","6678400"
"KR7061970000","061970","엘비세미콘","엘비세미콘","LB SEMICON CO., LTD.","2011/01/31","KOSDAQ","주권","우량기업부","보통주","500","43784592"
"KR7138690003","138690","엘아이에스","엘아이에스","LIS Co., Ltd.","2011/06/02","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","16085519"
"KR7290650001","290650","엘앤씨바이오","엘앤씨바이오","L&C BIO","2018/11/01","KOSDAQ","주권","벤처기업부","보통주","500","21877008"
"KR7066970005","066970","엘앤에프","엘앤에프","L&F CO., LTD","2003/01/02","KOSDAQ","주권","우량기업부","보통주","500","28058729"
"KR7156100000","156100","엘앤케이바이오메드","엘앤케이바이오","L&K BIOMED CO., LTD.","2016/11/30","KOSDAQ","주권","중견기업부","보통주","500","13270274"
"KR7073110009","073110","엘엠에스","엘엠에스","LMS Co.,Ltd.","2007/10/12","KOSDAQ","주권","우량기업부","보통주","500","8895755"
"KR7083310003","083310","엘오티베큠","엘오티베큠","LOT Vacuum. Co., Ltd.","2005/10/05","KOSDAQ","주권","우량기업부","보통주","500","16539093"
"KR7297890006","297890","엘이티","엘이티","LET CO.,LTD.","2020/06/22","KOSDAQ","주권","벤처기업부","보통주","500","7109450"
"KR7037950003","037950","엘컴텍","엘컴텍","ELCOMTEC CO.,LTD","2000/08/24","KOSDAQ","주권","중견기업부","보통주","500","84447519"
"KR7170920003","170920","엘티씨","엘티씨","LTC Co., LTD.","2013/10/08","KOSDAQ","주권","벤처기업부","보통주","500","7674308"
"KR7058630005","058630","엠게임","엠게임","Mgame Corp.","2008/12/19","KOSDAQ","주권","벤처기업부","보통주","500","19543877"
"KR7019590009","019590","엠벤처투자","엠벤처투자","M-VENTURE INVESTMENT, INC.","1989/03/14","KOSDAQ","주권","중견기업부","보통주","500","63391489"
"KR7097520001","097520","엠씨넥스","엠씨넥스","MCNEX Co.,Ltd.","2012/07/25","KOSDAQ","주권","우량기업부","보통주","500","17863482"
"KR7179290002","179290","엠아이텍","엠아이텍","MITECH CO., LTD.","2018/11/29","KOSDAQ","주권","중견기업부","보통주","500","31183148"
"KR7009780008","009780","엠에스씨","엠에스씨","MSC","1993/10/12","KOSDAQ","주권","우량기업부","보통주","500","17600000"
"KR7123040008","123040","엠에스오토텍","엠에스오토텍","MS AUTOTECH COMPANY, LIMITED","2010/08/06","KOSDAQ","주권","우량기업부","보통주","500","34727204"
"KR7323230003","323230","엠에프엠코리아","엠에프엠코리아","MFM KOREA Co., Ltd.","2019/06/19","KOSDAQ","주권","중견기업부","보통주","100","17851079"
"KR7032790008","032790","엠젠플러스","엠젠플러스","MGENPLUS CO., LTD.","1997/06/26","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","21962565"
"KR7033160003","033160","엠케이전자","엠케이전자","MKElectron","1997/11/10","KOSDAQ","주권","우량기업부","보통주","500","21807689"
"KR7347890006","347890","엠투아이코퍼레이션","엠투아이","M2I CORPORATION","2020/07/29","KOSDAQ","주권","벤처기업부","보통주","100","8399102"
"KR7033310004","033310","엠투엔","엠투엔","M2N Co.,Ltd","1997/11/10","KOSDAQ","주권","중견기업부","보통주","500","22189819"
"KR7259630002","259630","엠플러스","엠플러스","mPlus Corp","2017/09/20","KOSDAQ","주권","벤처기업부","보통주","500","11250921"
"KR7065150005","065150","엠피그룹","MP그룹","MP Group Inc.","2007/07/18","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","100","124435974"
"KR7219550001","219550","엠피한강","MP한강","MP Hankang Co., Ltd.","2015/07/22","KOSDAQ","주권","중견기업부","보통주","100","64596999"
