표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
"KR7018290007","018290","브이티지엠피","브이티지엠피","VT GMP Co.,Ltd.","1994/09/07","KOSDAQ","주권","벤처기업부","보통주","500","34159521"
"KR7263920001","263920","블러썸엠앤씨","블러썸엠앤씨","Blossom M&C Co., Ltd.","2017/09/28","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","13723172"
"KR7033560004","033560","블루콤","블루콤","BLUECOM CO.,LTD.","2011/01/26","KOSDAQ","주권","중견기업부","보통주","500","18088047"
"KR7126340009","126340","비나텍","비나텍","VINA TECH CO.,LTD.","2020/09/23","KOSDAQ","주권","벤처기업부","보통주","500","4901300"
"KR7121800007","121800","비덴트","비덴트","Vidente Co., Ltd.","2011/12/01","KOSDAQ","주권","벤처기업부","보통주","500","45673805"
"KR7148140007","148140","비디아이","비디아이","BDI Co., LTD.","2017/11/09","KOSDAQ","주권","중견기업부","보통주","500","20379605"
"KR7082800004","082800","비보존 헬스케어","비보존 헬스케어","Vivozon Healthcare, Inc","2005/11/18","KOSDAQ","주권","중견기업부","보통주","500","140651093"
"KR7318410008","318410","비비씨","비비씨","Best Bristle Company CO., Ltd.","2020/09/21","KOSDAQ","주권","중견기업부","보통주","500","5403683"
"KR7200780005","200780","비씨월드제약","비씨월드제약","BCWORLDPHARM Co., Ltd.","2014/12/15","KOSDAQ","주권","우량기업부","보통주","200","8892384"
"KR7141000000","141000","비아트론","비아트론","Viatron Technologies, Inc.","2012/05/04","KOSDAQ","주권","우량기업부","보통주","500","12114710"
"KR7090460007","090460","비에이치","비에이치","BH Co., Ltd.","2007/01/26","KOSDAQ","주권","우량기업부","보통주","500","33472688"
"KR7083650002","083650","비에이치아이","비에이치아이","BHI Co., LTD.","2005/12/02","KOSDAQ","주권","중견기업부","보통주","500","26000000"
"KR7086670007","086670","비엠티","비엠티","BMT Co.,Ltd.","2007/11/02","KOSDAQ","주권","우량기업부","보통주","500","8146529"
"KR7335890000","335890","비올","비올","VIOL Co., Ltd.","2019/12/03","KOSDAQ","주권","벤처기업부","보통주","100","54740000"
"KR7138580006","138580","비즈니스온커뮤니케이션","비즈니스온","BusinessOn Communication Co., Ltd","2017/11/30","KOSDAQ","주권","벤처기업부","보통주","500","11376440"
"KR7082920000","082920","비츠로셀","비츠로셀","VITZROCELL Co., Ltd.","2009/10/28","KOSDAQ","주권","우량기업부","보통주","500","21539152"
"KR7054220009","054220","비츠로시스","비츠로시스","VitzroSys., Co. LTD","2001/12/26","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","21559978"
"KR7042370007","042370","비츠로테크","비츠로테크","Vitzro Tech Co., LTD.","2000/08/03","KOSDAQ","주권","우량기업부","보통주","500","23315411"
"KR7032850000","032850","비트컴퓨터","비트컴퓨터","BITComputer","1997/07/04","KOSDAQ","주권","벤처기업부","보통주","500","16623293"
"KR7238200000","238200","비피도","비피도","BIFIDO. Co. Ltd","2018/12/26","KOSDAQ","주권","기술성장기업부","보통주","500","4090000"
"KR7093190007","093190","빅솔론","빅솔론","BIXOLON Co., Ltd","2007/08/20","KOSDAQ","주권","우량기업부","보통주","500","19238905"
"KR7065450009","065450","빅텍","빅텍","VICTEK. Co., Ltd.","2003/02/05","KOSDAQ","주권","중견기업부","보통주","200","28652800"
"KR7072950009","072950","빛샘전자","빛샘전자","VISSEM Electronics Co., Ltd.","2012/03/21","KOSDAQ","주권","벤처기업부","보통주","500","6000000"
"KR7143240000","143240","사람인에이치알","사람인에이치알","SaraminHR Co., Ltd","2012/02/21","KOSDAQ","주권","우량기업부","보통주","500","11659263"
"KR7100090000","100090","삼강엠앤티","삼강엠앤티","SAMKANG M&T Co., Ltd","2008/08/01","KOSDAQ","주권","우량기업부","보통주","500","35092674"
"KR7122350002","122350","삼기","삼기","SAMKEE CORP.","2010/03/19","KOSDAQ","주권","우량기업부","보통주","100","38339428"
"KR7014970008","014970","삼륭물산","삼륭물산","Samryoong","1992/12/29","KOSDAQ","주권","중견기업부","보통주","500","15125000"
"KR7018310003","018310","삼목에스폼","삼목에스폼","SAMMOK S-FORM CO.,LTD.","1996/05/03","KOSDAQ","주권","우량기업부","보통주","500","14700000"
"KR7053700001","053700","삼보모터스","삼보모터스","SAMBO MOTORS CO., LTD.","2001/11/06","KOSDAQ","주권","우량기업부","보통주","500","17084542"
"KR7009620006","009620","삼보산업","삼보산업","SAMBO Industrial Co., Ltd.","1993/12/07","KOSDAQ","주권","중견기업부","보통주","100","38092246"
"KR7023600000","023600","삼보판지","삼보판지","SAMBO CORRUGATED BOARD CO., LTD.","1996/05/29","KOSDAQ","주권","우량기업부","보통주","500","16170000"
"KR7111870002","111870","삼본전자","삼본전자","SAMBON ELECTRONICS","2010/11/05","KOSDAQ","주권","중견기업부","보통주","500","96521825"
"KR7291230001","291230","삼성기업인수목적2호","삼성스팩2호","SAMSUNG SPECIAL PURPOSE ACQUISITION 2 CO., LTD.","2018/09/13","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","7550000"
"KR7009300005","009300","삼아제약","삼아제약","Sam-A Pharm. Co. Ltd","2000/07/19","KOSDAQ","주권","우량기업부","보통주","1000","6370000"
"KR7225190008","225190","삼양옵틱스","삼양옵틱스","SAMYANG OPTICS CO., LTD","2017/06/02","KOSDAQ","주권","우량기업부","보통주","500","10092700"
"KR7060310000","060310","삼에스코리아","3S","3S KOREA CO., LTD","2002/04/23","KOSDAQ","주권","중견기업부","보통주","500","44802511"
"KR7054540000","054540","삼영엠텍","삼영엠텍","SAMYOUNG M-TEK CO. LTD.","2001/11/15","KOSDAQ","주권","중견기업부","보통주","500","13000000"
"KR7065570004","065570","삼영이엔씨","삼영이엔씨","Samyung ENC Co., Ltd.","2003/01/21","KOSDAQ","주권","중견기업부","보통주","500","8800000"
"KR7032280000","032280","삼일","삼일","SamIl","1997/03/15","KOSDAQ","주권","중견기업부","보통주","1000","16213590"
"KR7002290005","002290","삼일기업공사","삼일기업공사","SAMIL ENTERPRISE CO., LTD.","1992/11/30","KOSDAQ","주권","중견기업부","보통주","500","12400000"
"KR7037460003","037460","삼지전자","삼지전자","SAMJI ELECTRONICS CO., LTD.","1999/12/16","KOSDAQ","주권","벤처기업부","보통주","500","16318522"
"KR7032750002","032750","삼진","삼진","Samjin","1997/07/14","KOSDAQ","주권","우량기업부","보통주","500","6000000"
"KR7054090006","054090","삼진엘앤디","삼진엘앤디","SAMJIN LND COMPANY LIMITED","2004/02/06","KOSDAQ","주권","벤처기업부","보통주","500","24959232"
"KR7000250001","000250","삼천당제약","삼천당제약","SAM CHUN DANG PHARM CO. LTD","2000/10/04","KOSDAQ","주권","우량기업부","보통주","500","22768041"
"KR7024950008","024950","삼천리자전거","삼천리자전거","SAMCHULY BICYCLE CO., LTD","1995/01/04","KOSDAQ","주권","중견기업부","보통주","500","13273577"
"KR7038500005","038500","삼표시멘트","삼표시멘트","SAMPYO Cement Co., Ltd.","2001/02/01","KOSDAQ","주권","우량기업부","보통주","500","107357173"
"KR7017480005","017480","삼현철강","삼현철강","SAMHYUN STEEL Co., Ltd","2001/01/09","KOSDAQ","주권","우량기업부","보통주","500","15702890"
"KR7046390001","046390","삼화네트웍스","삼화네트웍스","SAMHWA NETWORKS Co.,Ltd.","2001/01/11","KOSDAQ","주권","벤처기업부","보통주","200","43172933"
"KR7027580000","027580","상보","상보","SANG BO Co.,Ltd","2007/10/01","KOSDAQ","주권","중견기업부","보통주","500","46818211"
"KR7038540001","038540","상상인","상상인","Sangsangin Co., Ltd.","2000/08/18","KOSDAQ","주권","우량기업부","보통주","1000","55328313"
"KR7307870006","307870","상상인이안제1호기업인수목적","상상인이안1호스팩","Sangsangin Ian No.1 Special Purpose Acquisition Co., LTD.","2018/12/12","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","4750000"
"KR7329560007","329560","상상인이안제2호기업인수목적","상상인이안제2호스팩","Sangsangin Ian No.2 Special Purpose Acquisition Company","2019/08/30","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","3850000"
"KR7101000008","101000","상상인인더스트리","상상인인더스트리","Sangsangin Industry Co., Ltd.","2009/11/06","KOSDAQ","주권","중견기업부","보통주","500","63320603"
"KR7091580001","091580","상신이디피","상신이디피","SANGSIN ENERGY DISPLAY PRECISION CO.,LTD","2007/05/23","KOSDAQ","주권","우량기업부","보통주","500","13094591"
"KR7263810004","263810","상신전자","상신전자","Sangshin Electronics Co.,Ltd.","2017/10/16","KOSDAQ","주권","중견기업부","보통주","500","14244718"
"KR7089980007","089980","상아프론테크","상아프론테크","SANG-A FRONTEC CO., LTD.","2011/07/21","KOSDAQ","주권","우량기업부","보통주","500","15724765"
"KR7042940007","042940","상지카일룸","상지카일룸","Sangji Caelum, Inc.","2000/10/19","KOSDAQ","주권","중견기업부","보통주","500","57609497"
"KR7042600007","042600","새로닉스","새로닉스","SERONICS. CO., LTD.","2002/10/01","KOSDAQ","주권","중견기업부","보통주","500","12423574"
"KR7263540007","263540","샘코","샘코","Sacheon Aerospace Manufacturing Ind. Co. Ltd","2017/09/15","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","17914945"
"KR7294630009","294630","서남","서남","SuNAM Co., Ltd.","2020/02/20","KOSDAQ","주권","기술성장기업부","보통주","500","20365160"
"KR7038070009","038070","서린바이오사이언스","서린바이오","SeouLinBioscience CO., LTD.","2005/10/25","KOSDAQ","주권","중견기업부","보통주","500","8000676"
"KR7006730006","006730","서부티엔디","서부T&D","Seobu T&D Co.,Ltd","1995/10/06","KOSDAQ","주권","중견기업부","보통주","500","58140444"
"KR7079650008","079650","서산","서산","Seo San Co. Ltd.","2005/01/21","KOSDAQ","주권","중견기업부","보통주","100","20000000"
"KR7100660000","100660","서암기계공업","서암기계공업","SEOAM MACHINERY INDUSTRY CO., LTD.","2011/12/19","KOSDAQ","주권","중견기업부","보통주","500","12600000"
"KR7019770007","019770","서연탑메탈","서연탑메탈","SEOYON TOPMETAL CO., LTD.","2011/06/24","KOSDAQ","주권","중견기업부","보통주","500","11650000"
"KR7043710003","043710","서울리거","서울리거","SEOULEAGUER CO., LTD.","2002/07/11","KOSDAQ","주권","중견기업부","보통주","500","36458459"
"KR7092190008","092190","서울바이오시스","서울바이오시스","SEOUL VIOSYS CO., LTD.","2020/03/06","KOSDAQ","주권","중견기업부","보통주","500","38223653"
"KR7046890000","046890","서울반도체","서울반도체","SEOUL SEMICONDUCTOR CO., LTD.","2002/01/17","KOSDAQ","주권","우량기업부","보통주","500","58305400"
"KR7063170005","063170","서울옥션","서울옥션","Seoul Auction Co. Ltd..","2008/07/01","KOSDAQ","주권","중견기업부","보통주","500","16917500"
"KR7027040005","027040","서울전자통신","서울전자통신","SEOUL ELECTRONICS & TELECOM","1999/12/03","KOSDAQ","주권","중견기업부","보통주","500","69588847"
"KR7018680009","018680","서울제약","서울제약","SEOUL PHARMA CO., LTD","2000/08/18","KOSDAQ","주권","중견기업부","보통주","500","8524523"
"KR7093920007","093920","서원인텍","서원인텍","SEOWONINTECH.CO.,LTD","2007/12/20","KOSDAQ","주권","우량기업부","보통주","500","18600000"
"KR7189860000","189860","서전기전","서전기전","SEOJEON ELECTRIC MACHINERY Co.,Ltd.","2014/12/24","KOSDAQ","주권","벤처기업부","보통주","500","9698780"
"KR7178320008","178320","서진시스템","서진시스템","SEOJIN SYSTEM CO., LTD","2017/03/27","KOSDAQ","주권","우량기업부","보통주","500","18100666"
"KR7122690001","122690","서진오토모티브","서진오토모티브","Seojin Automotive Co.,Ltd.","2010/05/25","KOSDAQ","주권","중견기업부","보통주","500","19541246"
"KR7140070004","140070","서플러스글로벌","서플러스글로벌","SurplusGLOBAL,Inc.","2017/01/25","KOSDAQ","주권","우량기업부","보통주","100","36988000"
"KR7011370004","011370","서한","서한","Seohan","1994/05/24","KOSDAQ","주권","우량기업부","보통주","500","100894865"
"KR7065710006","065710","서호전기","서호전기","Seoho Electric Co.,Ltd.","2002/07/16","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","5150000"
"KR7035890003","035890","서희건설","서희건설","SEOHEE CONSTRUCTION CO., LTD.","1999/12/24","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","229808457"
"KR7357550003","357550","석경에이티","석경에이티","Sukgyung AT Co., Ltd.","2020/12/23","KOSDAQ","주권","기술성장기업부","보통주","500","5455000"
"KR7003100005","003100","선광","선광","SUN KWANG Co., Ltd","1999/12/21","KOSDAQ","주권","우량기업부","보통주","1000","6600000"
"KR7123420002","123420","선데이토즈","선데이토즈","SundayToz Corp","2010/11/10","KOSDAQ","주권","우량기업부","보통주","500","9569842"
"KR7171090004","171090","선익시스템","선익시스템","SUNIC SYSTEM Co., Ltd.","2017/09/20","KOSDAQ","주권","우량기업부","보통주","500","8999295"
"KR7014620009","014620","성광벤드","성광벤드","SUNG KWANG BEND CO., LTD.","2001/01/11","KOSDAQ","주권","중견기업부","보통주","500","28600000"
"KR7037350006","037350","성도이엔지","성도이엔지","SUNGDO Engineering & Construction","2000/01/11","KOSDAQ","주권","벤처기업부","보통주","500","15470000"
"KR7081580003","081580","성우전자","성우전자","SUNGWOO ELECTRONICS CO., LTD.","2007/10/12","KOSDAQ","주권","우량기업부","보통주","500","15508143"
"KR7045300001","045300","성우테크론","성우테크론","SUNGWOO TECHRON COMPANY","2001/12/18","KOSDAQ","주권","중견기업부","보통주","500","9405602"
"KR7015750003","015750","성우하이텍","성우하이텍","SUNGWOO HITECH CO., LTD","1995/11/04","KOSDAQ","주권","우량기업부","보통주","500","80000000"
"KR7080470008","080470","성창오토텍","성창오토텍","SUNGCHANG AUTOTECH CO.,LTD.","2006/11/03","KOSDAQ","주권","중견기업부","보통주","500","7300000"
"KR7043260009","043260","성호전자","성호전자","SUNGHO ELECTRONICS CORP.","2001/11/29","KOSDAQ","주권","벤처기업부","보통주","500","52696165"
"KR7148150006","148150","세경하이테크","세경하이테크","Se Gyung Hi Tech Co., Ltd.","2019/07/30","KOSDAQ","주권","우량기업부","보통주","500","11642000"
"KR7053060000","053060","세동","세동","SAE DONG CO.LTD","2001/08/17","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","12128974"
"KR7017510009","017510","세명전기공업","세명전기","SemyungElectricMachinery","1991/12/26","KOSDAQ","주권","중견기업부","보통주","500","15246000"
"KR7214310005","214310","세미콘라이트","세미콘라이트","Semicon Light Co., Ltd.","2015/06/25","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","39826913"
"KR7011560000","011560","세보엠이씨","세보엠이씨","SEBO MANUFACTURING ENGINEERING CORP.","1996/12/23","KOSDAQ","주권","우량기업부","보통주","500","10530000"
"KR7100700004","100700","세운메디칼","세운메디칼","SEWOONMEDICAL CO., LTD.","2008/09/30","KOSDAQ","주권","우량기업부","보통주","100","43800000"
"KR7234100006","234100","세원","세원","Sewon Co.,Ltd","2017/10/20","KOSDAQ","주권","벤처기업부","보통주","100","26789194"
"KR7024830002","024830","세원물산","세원물산","SewonCorporation","1994/12/29","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","8350000"
"KR7258830009","258830","세종메디칼","세종메디칼","SEJONG MEDICAL Co.Ltd.,","2018/05/29","KOSDAQ","주권","벤처기업부","보통주","500","6777741"
"KR7036630002","036630","세종텔레콤","세종텔레콤","Sejong Telecom, Inc.","2000/01/04","KOSDAQ","주권","중견기업부","보통주","500","600326126"
"KR7039310008","039310","세중","세중","SEJOONG CO., LTD.","2000/06/09","KOSDAQ","주권","중견기업부","보통주","500","18121667"
"KR7067770008","067770","세진티에스","세진티에스","SEJIN T.S CO., LTD.","2004/01/09","KOSDAQ","주권","중견기업부","보통주","500","8396593"
"KR7053450003","053450","세코닉스","세코닉스","SEKONIX CO., LTD.","2001/08/09","KOSDAQ","주권","중견기업부","보통주","500","13363439"
"KR7234340008","234340","세틀뱅크","세틀뱅크","Settlebank Corporation","2019/07/12","KOSDAQ","주권","우량기업부","보통주","500","9267000"
"KR7252500004","252500","세화피앤씨","세화피앤씨","SEWHA P&C INC.","2016/11/02","KOSDAQ","주권","중견기업부","보통주","100","20743195"
"KR7347000002","347000","센코","센코","SENKO Co.,Ltd.","2020/10/29","KOSDAQ","주권","기술성장기업부","보통주","500","7770644"
"KR7051980001","051980","센트럴바이오","센트럴바이오","CENTRALBIO Co., Ltd","2001/07/31","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","59884557"
"KR7331920009","331920","셀레믹스","셀레믹스","Celemics, Inc.","2020/08/21","KOSDAQ","주권","기술성장기업부","보통주","500","8105648"
"KR7049180003","049180","셀루메드","셀루메드","CELLUMED CO., LTD.","2002/05/23","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","34521481"
"KR7299660001","299660","셀리드","셀리드","Cellid Co., Ltd.","2019/02/20","KOSDAQ","주권","기술성장기업부","보통주","500","9698692"
"KR7268600004","268600","셀리버리","셀리버리","Cellivery Therapeutics, Inc.","2018/11/09","KOSDAQ","주권","기술성장기업부","보통주","500","8185107"
"KR7108860008","108860","셀바스에이아이","셀바스AI","SELVAS AI Inc.","2009/12/10","KOSDAQ","주권","벤처기업부","보통주","500","22055945"
"KR7208370007","208370","셀바스헬스케어","셀바스헬스케어","SELVAS Healthcare, Inc.","2014/12/17","KOSDAQ","주권","벤처기업부","보통주","500","21680564"
"KR7068760008","068760","셀트리온제약","셀트리온제약","Celltrion Pharm Inc.","2006/02/03","KOSDAQ","주권","중견기업부","보통주","500","35810637"
"KR7091990002","091990","셀트리온헬스케어","셀트리온헬스케어","Celltrion Healthcare Co., Ltd.","2017/07/28","KOSDAQ","주권","우량기업부","보통주","1000","151809822"
"KR7290690007","290690","소룩스","소룩스","Solux Co., Ltd.","2020/11/06","KOSDAQ","주권","벤처기업부","보통주","100","8158160"
"KR7053110003","053110","소리바다","소리바다","SORIBADA INC.","2001/10/09","KOSDAQ","주권","벤처기업부","보통주","500","98806986"
"KR8840150005","950200","소마젠(Reg.S)","소마젠(Reg.S)","Psomagen, Inc.(Reg.S)","2020/07/13","KOSDAQ","주식예탁증권","외국기업(소속부없음)","보통주","0","18926523"
"KR7032680001","032680","소프트센","소프트센","SOFTCEN CO., LTD.","1997/07/18","KOSDAQ","주권","중견기업부","보통주","500","35775801"
"KR7032681009","032685","소프트센1우선주","소프트센우","SOFTCEN CO., LTD.(1P)","2002/04/16","KOSDAQ","주권","중견기업부","신형우선주","500","142857"
"KR7258790005","258790","소프트캠프","소프트캠프","SOFTCAMP CO., LTD","2017/04/27","KOSDAQ","주권","벤처기업부","보통주","100","24991284"
"KR7066910001","066910","손오공","손오공","SONOKONG CO., LTD.","2005/01/07","KOSDAQ","주권","중견기업부","보통주","500","26896161"
"KR7043100007","043100","솔고바이오메디칼","솔고바이오","Solco Biomedical Co.,Ltd","2000/08/08","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","57759208"
"KR7154040000","154040","솔루에타","솔루에타","Solueta Co.,Ltd.","2013/12/27","KOSDAQ","주권","중견기업부","보통주","500","12980146"
"KR7035610005","035610","솔본","솔본","SOLBORN, Inc.","1999/08/13","KOSDAQ","주권","중견기업부","보통주","500","27345997"
"KR7357780006","357780","솔브레인","솔브레인","Soulbrain Co., Ltd.","2020/08/06","KOSDAQ","주권","중견기업부","보통주","500","7778566"
"KR7036830008","036830","솔브레인홀딩스","솔브레인홀딩스","Soulbrain Holdings Co., Ltd.","2000/01/18","KOSDAQ","주권","우량기업부","보통주","500","20964056"
"KR7304100001","304100","솔트룩스","솔트룩스","SALTLUX Inc","2020/07/23","KOSDAQ","주권","기술성장기업부","보통주","500","5080915"
"KR7086980000","086980","쇼박스","쇼박스","SHOWBOX Corp.","2006/07/07","KOSDAQ","주권","우량기업부","보통주","500","62600000"
"KR7050960004","050960","수산아이앤티","수산아이앤티","SOOSAN INT Co., LTD.","2016/10/11","KOSDAQ","주권","벤처기업부","보통주","500","6751000"
"KR7084180009","084180","수성","수성","Soosung Co.,Ltd","2005/12/16","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","17916714"
"KR7253840003","253840","수젠텍","수젠텍","Sugentech, Inc.","2019/05/28","KOSDAQ","주권","기술성장기업부","보통주","500","15294966"
"KR7058530007","058530","슈펙스비앤피","슈펙스비앤피","SUPEX BNP CO., LTD.","2002/02/05","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","130784286"
"KR7236200002","236200","슈프리마","슈프리마","Suprema Inc.","2016/02/05","KOSDAQ","주권","우량기업부","보통주","500","7193273"
"KR7317770006","317770","슈프리마아이디","슈프리마아이디","Suprema ID Inc.","2019/08/01","KOSDAQ","주권","벤처기업부","보통주","500","3032020"
"KR7094840006","094840","슈프리마에이치큐","슈프리마에이치큐","Suprema HQ Inc.","2008/07/11","KOSDAQ","주권","벤처기업부","보통주","500","10471840"
"KR7192440006","192440","슈피겐코리아","슈피겐코리아","Spigen Korea Co., Ltd","2014/11/05","KOSDAQ","주권","우량기업부","보통주","500","6216363"
"KR7099440000","099440","스맥","스맥","SMEC CO.,LTD","2009/05/26","KOSDAQ","주권","중견기업부","보통주","500","30734609"
"KR7033790007","033790","스카이문스테크놀로지","스카이문스테크놀로지","Skymoons Technology, Inc.","2001/06/26","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","17117100"
"KR7159910009","159910","스킨앤스킨","스킨앤스킨","Skin n Skin Co., Ltd.","2012/12/27","KOSDAQ","주권","관리종목(소속부없음)","보통주","100","139052735"
"KR7158310003","158310","스타모빌리티","스타모빌리티","Star Mobility Co., Ltd.","2013/04/03","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","12071642"
"KR7115570004","115570","스타플렉스","스타플렉스","STARFLEX CO., LTD","2010/01/27","KOSDAQ","주권","중견기업부","보통주","500","7690607"
"KR7204630008","204630","스튜디오 산타클로스 엔터테인먼트","스튜디오산타클로스","STUDIO SANTA CLAUS ENTERTAINMENT Co., Ltd.","2014/12/29","KOSDAQ","주권","중견기업부","보통주","100","29453855"
"KR7253450001","253450","스튜디오드래곤 주식회사","스튜디오드래곤","Studio Dragon Corporation","2017/11/24","KOSDAQ","주권","우량기업부","보통주","500","30004345"
"KR7013810007","013810","스페코","스페코","Speco","1997/11/03","KOSDAQ","주권","중견기업부","보통주","500","14655470"
"KR7049830003","049830","승일","승일","SEUNG IL Corporation","2001/01/18","KOSDAQ","주권","우량기업부","보통주","500","6132112"
"KR7020710000","020710","시공테크","시공테크","SIGONG TECH Co.,Ltd.","1999/08/13","KOSDAQ","주권","우량기업부","보통주","500","20047970"
"KR7033170002","033170","시그네틱스","시그네틱스","Signetics Corp.","2010/11/26","KOSDAQ","주권","중견기업부","보통주","500","85728319"
"KR7048870000","048870","시너지이노베이션","시너지이노베이션","Synergy Innovation Co., Ltd.","2004/08/13","KOSDAQ","주권","중견기업부","보통주","500","73354552"
"KR7025320003","025320","시노펙스","시노펙스","Synopex Inc.","1995/04/20","KOSDAQ","주권","중견기업부","보통주","500","73242958"
"KR7269620001","269620","시스웍","시스웍","SYSWORK CO., LTD","2017/12/26","KOSDAQ","주권","벤처기업부","보통주","100","74356685"
"KR7131090003","131090","시큐브","시큐브","SECUVE Co., Ltd.","2011/12/21","KOSDAQ","주권","벤처기업부","보통주","100","40000000"
"KR7290520006","290520","신도기연","신도기연","Shindo Eng. Lab., Ltd.","2020/07/06","KOSDAQ","주권","벤처기업부","보통주","500","8061280"
"KR7001000009","001000","신라섬유","신라섬유","SillaTextile","1994/06/28","KOSDAQ","주권","중견기업부","보통주","100","24277540"
"KR7025870007","025870","신라에스지","신라에스지","SILLA SG CO., LTD.","1995/07/07","KOSDAQ","주권","중견기업부","보통주","500","4000000"
"KR7215600008","215600","신라젠","신라젠","SillaJen, Inc.","2016/12/06","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","71617125"
"KR7065350001","065350","신성델타테크","신성델타테크","SHINSUNG DELTA TECH CO., LTD","2004/08/06","KOSDAQ","주권","우량기업부","보통주","500","27483948"
"KR7002800001","002800","신신제약","신신제약","SINSIN PHARMACEUTICAL CO., LTD.","2017/02/28","KOSDAQ","주권","중견기업부","보통주","500","15170500"
"KR7323280008","323280","신영해피투모로우제5호기업인수목적","신영스팩5호","Shinyoung HappyTomorrow No.5 Special Purpose Acquisition Company","2019/06/24","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","3505000"
"KR7344050000","344050","신영해피투모로우제6호기업인수목적","신영스팩6호","Shinyoung HappyTomorrow No.6 Special Purpose Acquisition Company","2020/02/12","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","4305000"
"KR7017000001","017000","신원종합개발","신원종합개발","ShinwonConstruction","1994/12/07","KOSDAQ","주권","우량기업부","보통주","5000","10068027"
"KR7012790002","012790","신일제약","신일제약","SHINIL PHARMACEUTICAL CO., LTD.","1999/08/13","KOSDAQ","주권","우량기업부","보통주","500","10902000"
"KR7138070008","138070","신진에스엠","신진에스엠","SINJIN SM CO., LTD.","2011/11/28","KOSDAQ","주권","중견기업부","보통주","500","8972183"
"KR7226330009","226330","신테카바이오","신테카바이오","SyntekaBio,Inc.","2019/12/17","KOSDAQ","주권","기술성장기업부","보통주","500","13362016"
"KR7333050003","333050","신한제6호기업인수목적","신한제6호스팩","Shinhan 6th Special Purpose Acquisition Company","2019/10/31","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","5010000"
"KR7056700008","056700","신화인터텍","신화인터텍","SHINWHA INTERTEK CORP.","2001/12/13","KOSDAQ","주권","중견기업부","보통주","500","29135091"
"KR7187270004","187270","신화콘텍","신화콘텍","Shin Hwa Contech Co.,Ltd.","2014/08/08","KOSDAQ","주권","벤처기업부","보통주","500","10143845"
"KR7243840006","243840","신흥에스이씨","신흥에스이씨","SHIN HEUNG ENERGY & ELECTRONICS CO., LTD.","2017/09/27","KOSDAQ","주권","우량기업부","보통주","2500","6969678"
"KR7108320003","108320","실리콘웍스","실리콘웍스","Silicon Works Co., Ltd.","2010/06/08","KOSDAQ","주권","우량기업부","보통주","500","16264300"
"KR7222800005","222800","심텍","심텍","SIMMTECH Co., Ltd.","2015/08/07","KOSDAQ","주권","중견기업부","보통주","500","31854143"
"KR7036710002","036710","심텍홀딩스","심텍홀딩스","SIMMTECH HOLDINGS Co., Ltd.","2000/01/04","KOSDAQ","주권","중견기업부","보통주","500","40663579"
"KR7160980009","160980","싸이맥스","싸이맥스","CYMECHS Inc.","2015/06/17","KOSDAQ","주권","우량기업부","보통주","500","10924243"
"KR7217330000","217330","싸이토젠","싸이토젠","Cytogen, Inc.","2018/11/22","KOSDAQ","주권","기술성장기업부","보통주","500","5633864"
"KR7010280006","010280","쌍용정보통신","쌍용정보통신","SsangYong Information & Communications","2000/04/14","KOSDAQ","주권","중견기업부","보통주","1000","40464034"
"KR7208640003","208640","썸에이지","썸에이지","Thumbage Co., Ltd.","2014/12/29","KOSDAQ","주권","중견기업부","보통주","100","135018223"
"KR7222420002","222420","쎄노텍","쎄노텍","CENOTEC Co., Ltd","2015/08/06","KOSDAQ","주권","중견기업부","보통주","100","40158175"
"KR7037760006","037760","쎄니트","쎄니트","CENIT CO., LTD","2000/04/07","KOSDAQ","주권","우량기업부","보통주","500","33832921"
"KR7136510005","136510","쎄미시스코","쎄미시스코","Semisysco Co., Ltd","2011/11/18","KOSDAQ","주권","벤처기업부","보통주","500","5637679"
"KR7099320004","099320","쎄트렉아이","쎄트렉아이","Satrec Initiative Co., Ltd.","2008/06/13","KOSDAQ","주권","벤처기업부","보통주","500","7268487"
"KR7049960008","049960","쎌바이오텍","쎌바이오텍","CELL BIOTECH CO ., LTD","2002/12/13","KOSDAQ","주권","우량기업부","보통주","500","9400000"
